store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
793164766724161539,0,0,9.0,0,0,0.0
2810410644687880204,0,0,0,0,0,0
2979399194637860877,0,0,13.0,0,0,0.0
1256914181983141904,0,0,6.0,0,0,0.0
5596533644132483096,0,0,0,0,0,0
3952430842915749914,0,0,0,0,0,0
8386127488995557401,0,0,44.0,0,0,0.0
1450360021688844325,0,0,0,0,0,0
8104581577381117993,0,17.0,34.0,0,0.0,0.0
38331274599366702,12.0,12.0,12.0,0.0,0.0,0.0
